State,Year,Quarter,District,Registered_user,App_opens
Jammu & Kashmir,2021,3,kulgam,36921,956967
Jammu & Kashmir,2021,3,budgam,78298,1548150
Jammu & Kashmir,2021,3,anantnag,70633,2364289
Jammu & Kashmir,2021,3,kupwara,69102,3056561
Jammu & Kashmir,2021,4,muzaffarabad,506,22752
Jammu & Kashmir,2021,4,doda,33427,846302
Jammu & Kashmir,2021,4,samba,66057,1804895
Jammu & Kashmir,2021,4,mirpur,6709,171174
Jammu & Kashmir,2021,4,srinagar,130968,2897946
Jammu & Kashmir,2021,4,baramulla,112175,2592259
Jammu & Kashmir,2021,4,jammu,378618,8499645
Jammu & Kashmir,2021,4,ganderbal,27599,699275
Jammu & Kashmir,2021,4,udhampur,73525,2166683
Jammu & Kashmir,2021,4,bandipore,30502,782430
Jammu & Kashmir,2021,4,reasi,34767,1115094
Jammu & Kashmir,2021,4,shopian,20780,528874
Jammu & Kashmir,2021,4,poonch,35913,914840
Jammu & Kashmir,2021,4,kathua,78693,1976525
Jammu & Kashmir,2021,4,kishtwar,15389,430915
Jammu & Kashmir,2021,4,pulwama,57630,1470314
Jammu & Kashmir,2021,4,ramban,21283,726042
Jammu & Kashmir,2021,4,rajouri,59304,1466839
Jammu & Kashmir,2021,4,kulgam,39481,885164
Jammu & Kashmir,2021,4,budgam,83726,2099845
Jammu & Kashmir,2021,4,anantnag,75622,1791477
Jammu & Kashmir,2021,4,kupwara,74136,2122858
Jammu & Kashmir,2022,1,muzaffarabad,540,480972
Jammu & Kashmir,2022,1,doda,35680,3731468
Jammu & Kashmir,2022,1,samba,70288,2419072
Jammu & Kashmir,2022,1,mirpur,7177,1274287
Jammu & Kashmir,2022,1,srinagar,138727,1353992
Jammu & Kashmir,2022,1,baramulla,119475,3187493
Jammu & Kashmir,2022,1,jammu,401675,7369217
Jammu & Kashmir,2022,1,ganderbal,29427,1086867
Jammu & Kashmir,2022,1,udhampur,78353,4561115
Jammu & Kashmir,2022,1,bandipore,32427,1906499
Jammu & Kashmir,2022,1,reasi,37052,4089782
Jammu & Kashmir,2022,1,shopian,22173,601448
Jammu & Kashmir,2022,1,poonch,38315,3572503
Jammu & Kashmir,2022,1,kathua,83944,6051993
Jammu & Kashmir,2022,1,kishtwar,16418,3226678
Jammu & Kashmir,2022,1,pulwama,61306,1541606
Jammu & Kashmir,2022,1,ramban,22686,1936558
Jammu & Kashmir,2022,1,rajouri,63232,5359687
Jammu & Kashmir,2022,1,kulgam,42103,973922
Jammu & Kashmir,2022,1,budgam,88994,1081801
Jammu & Kashmir,2022,1,anantnag,80434,2235395
Jammu & Kashmir,2022,1,kupwara,78894,4073502
Jammu & Kashmir,2022,2,muzaffarabad,569,721831
Jammu & Kashmir,2022,2,doda,37779,5377569
Jammu & Kashmir,2022,2,samba,74186,3213482
Jammu & Kashmir,2022,2,mirpur,7601,1968657
Jammu & Kashmir,2022,2,srinagar,146169,1914232
Jammu & Kashmir,2022,2,baramulla,126067,4922259
Jammu & Kashmir,2022,2,jammu,423398,8926803
Jammu & Kashmir,2022,2,ganderbal,31111,3377275
Jammu & Kashmir,2022,2,udhampur,82705,6195826
Jammu & Kashmir,2022,2,bandipore,34244,2602119
Jammu & Kashmir,2022,2,reasi,39173,5696031
Jammu & Kashmir,2022,2,shopian,23465,810291
Jammu & Kashmir,2022,2,poonch,40606,4672381
Jammu & Kashmir,2022,2,kathua,88764,7935788
Jammu & Kashmir,2022,2,kishtwar,17326,4072235
Jammu & Kashmir,2022,2,pulwama,64808,2295579
Jammu & Kashmir,2022,2,ramban,24052,3050908
Jammu & Kashmir,2022,2,rajouri,66893,7456466
Jammu & Kashmir,2022,2,kulgam,44393,1545241
Jammu & Kashmir,2022,2,budgam,93893,1869838
Jammu & Kashmir,2022,2,anantnag,84898,4586304
Jammu & Kashmir,2022,2,kupwara,83470,6775195
Jammu & Kashmir,2022,3,muzaffarabad,592,952229
Jammu & Kashmir,2022,3,doda,39659,6978827
Jammu & Kashmir,2022,3,samba,78092,4267809
Jammu & Kashmir,2022,3,mirpur,7926,1829119
Jammu & Kashmir,2022,3,srinagar,153729,1647570
Jammu & Kashmir,2022,3,baramulla,132526,5517125
Jammu & Kashmir,2022,3,jammu,445345,11603149
Jammu & Kashmir,2022,3,ganderbal,32688,5505482
Jammu & Kashmir,2022,3,udhampur,86915,6912898
Jammu & Kashmir,2022,3,bandipore,36029,2922097
Jammu & Kashmir,2022,3,reasi,41108,6290088
Jammu & Kashmir,2022,3,shopian,24676,1040961
Jammu & Kashmir,2022,3,poonch,42653,5618116
Jammu & Kashmir,2022,3,kathua,93084,8200860
Jammu & Kashmir,2022,3,kishtwar,18168,4965859
Jammu & Kashmir,2022,3,pulwama,68004,2763346
Jammu & Kashmir,2022,3,ramban,25296,3925846
Jammu & Kashmir,2022,3,rajouri,70231,8425068
Jammu & Kashmir,2022,3,kulgam,46715,1705069
Jammu & Kashmir,2022,3,budgam,98698,2099049
Jammu & Kashmir,2022,3,anantnag,89184,8191712
Jammu & Kashmir,2022,3,kupwara,87867,7983956
Jammu & Kashmir,2022,4,muzaffarabad,598,50129
Jammu & Kashmir,2022,4,doda,41227,1620662
Jammu & Kashmir,2022,4,samba,81447,3159821
Jammu & Kashmir,2022,4,mirpur,8110,282243
Jammu & Kashmir,2022,4,srinagar,160924,4284704
Jammu & Kashmir,2022,4,baramulla,138215,4050435
Jammu & Kashmir,2022,4,jammu,465635,14015838
Jammu & Kashmir,2022,4,ganderbal,34020,1093714
Jammu & Kashmir,2022,4,udhampur,90677,3588426
Jammu & Kashmir,2022,4,bandipore,37554,1187600
Jammu & Kashmir,2022,4,reasi,42686,1985389
Jammu & Kashmir,2022,4,shopian,25639,1040648
Jammu & Kashmir,2022,4,poonch,44253,1667445
Jammu & Kashmir,2022,4,kathua,96688,3532478
Jammu & Kashmir,2022,4,kishtwar,18904,928136
Jammu & Kashmir,2022,4,pulwama,70875,2201068
Jammu & Kashmir,2022,4,ramban,26335,1386458
Jammu & Kashmir,2022,4,rajouri,72921,2562701
Jammu & Kashmir,2022,4,kulgam,48872,1582267
Jammu & Kashmir,2022,4,budgam,103056,3084965
Jammu & Kashmir,2022,4,anantnag,93107,3151558
Jammu & Kashmir,2022,4,kupwara,91691,3749180
Jammu & Kashmir,2023,1,muzaffarabad,622,1000008
Jammu & Kashmir,2023,1,doda,43097,11147268
Jammu & Kashmir,2023,1,samba,85114,4890989
Jammu & Kashmir,2023,1,mirpur,8495,2786174
Jammu & Kashmir,2023,1,srinagar,167765,1977179
Jammu & Kashmir,2023,1,baramulla,144514,6961193
Jammu & Kashmir,2023,1,jammu,485903,17150597
Jammu & Kashmir,2023,1,ganderbal,35514,2023040
Jammu & Kashmir,2023,1,udhampur,94792,11747882
Jammu & Kashmir,2023,1,bandipore,39106,2724864
Jammu & Kashmir,2023,1,reasi,44602,8133522
Jammu & Kashmir,2023,1,shopian,26874,1553342
Jammu & Kashmir,2023,1,poonch,46382,7586998
Jammu & Kashmir,2023,1,kathua,100962,12383545
Jammu & Kashmir,2023,1,kishtwar,19740,6574667
Jammu & Kashmir,2023,1,pulwama,74016,3500620
Jammu & Kashmir,2023,1,ramban,27571,4925109
Jammu & Kashmir,2023,1,rajouri,76256,10780591
Jammu & Kashmir,2023,1,kulgam,51100,1477596
Jammu & Kashmir,2023,1,budgam,107555,2252134
Jammu & Kashmir,2023,1,anantnag,97227,5022207
Jammu & Kashmir,2023,1,kupwara,95832,8229186
Jammu & Kashmir,2023,2,muzaffarabad,662,1797035
Jammu & Kashmir,2023,2,doda,45198,14803755
Jammu & Kashmir,2023,2,samba,88654,7451923
Jammu & Kashmir,2023,2,mirpur,8965,3302134
Jammu & Kashmir,2023,2,srinagar,174167,4390729
Jammu & Kashmir,2023,2,baramulla,150753,13182607
Jammu & Kashmir,2023,2,jammu,504935,21998444
Jammu & Kashmir,2023,2,ganderbal,37109,5938343
Jammu & Kashmir,2023,2,udhampur,98918,14432069
Jammu & Kashmir,2023,2,bandipore,40834,5945066
Jammu & Kashmir,2023,2,reasi,46697,12126106
Jammu & Kashmir,2023,2,shopian,28192,2327470
Jammu & Kashmir,2023,2,poonch,48610,14965536
Jammu & Kashmir,2023,2,kathua,105650,16685906
Jammu & Kashmir,2023,2,kishtwar,20624,8082588
Jammu & Kashmir,2023,2,pulwama,77212,6621358
Jammu & Kashmir,2023,2,ramban,28867,9065962
Jammu & Kashmir,2023,2,rajouri,79836,14149295
Jammu & Kashmir,2023,2,kulgam,53421,3660631
Jammu & Kashmir,2023,2,budgam,112096,5764744
Jammu & Kashmir,2023,2,anantnag,101512,9456616
Jammu & Kashmir,2023,2,kupwara,100220,13100824
Jammu & Kashmir,2023,3,muzaffarabad,689,2388963
Jammu & Kashmir,2023,3,doda,47141,18908548
Jammu & Kashmir,2023,3,samba,92315,8671389
Jammu & Kashmir,2023,3,mirpur,9360,11247923
Jammu & Kashmir,2023,3,srinagar,180872,2136209
Jammu & Kashmir,2023,3,baramulla,156673,23933296
Jammu & Kashmir,2023,3,jammu,524726,20471797
Jammu & Kashmir,2023,3,ganderbal,38539,11412437
Jammu & Kashmir,2023,3,udhampur,103054,19829111
Jammu & Kashmir,2023,3,bandipore,42437,4574495
Jammu & Kashmir,2023,3,reasi,48709,16244706
Jammu & Kashmir,2023,3,shopian,29274,6868446
Jammu & Kashmir,2023,3,poonch,50716,16670040
Jammu & Kashmir,2023,3,kathua,110005,28520026
Jammu & Kashmir,2023,3,kishtwar,21550,6707170
Jammu & Kashmir,2023,3,pulwama,80258,8748278
Jammu & Kashmir,2023,3,ramban,30080,11185754
Jammu & Kashmir,2023,3,rajouri,83335,15685000
Jammu & Kashmir,2023,3,kulgam,55512,7432705
Jammu & Kashmir,2023,3,budgam,116523,8284840
Jammu & Kashmir,2023,3,anantnag,105459,20036656
Jammu & Kashmir,2023,3,kupwara,104220,13247040
Jammu & Kashmir,2023,4,muzaffarabad,727,134776
Jammu & Kashmir,2023,4,doda,49155,6594941
Jammu & Kashmir,2023,4,samba,95819,9139176
Jammu & Kashmir,2023,4,mirpur,9741,1068794
Jammu & Kashmir,2023,4,srinagar,187378,13562789
Jammu & Kashmir,2023,4,baramulla,162749,15028233
Jammu & Kashmir,2023,4,jammu,542942,37944698
Jammu & Kashmir,2023,4,ganderbal,40098,4083127
Jammu & Kashmir,2023,4,udhampur,106838,8913483
Jammu & Kashmir,2023,4,bandipore,44134,3278743
Jammu & Kashmir,2023,4,reasi,50544,5843750
Jammu & Kashmir,2023,4,shopian,30546,4911785
Jammu & Kashmir,2023,4,poonch,52687,5141027
Jammu & Kashmir,2023,4,kathua,114338,11304316
Jammu & Kashmir,2023,4,kishtwar,22442,2493713
Jammu & Kashmir,2023,4,pulwama,83442,7311732
Jammu & Kashmir,2023,4,ramban,31241,3929381
Jammu & Kashmir,2023,4,rajouri,86618,7493563
Jammu & Kashmir,2023,4,kulgam,57794,6883177
Jammu & Kashmir,2023,4,budgam,121095,10016156
Jammu & Kashmir,2023,4,anantnag,109642,11750992
Jammu & Kashmir,2023,4,kupwara,108196,9474510
Jharkhand,2018,1,ramgarh,37875,0
Jharkhand,2018,1,ranchi,159444,0
Jharkhand,2018,1,east singhbhum,103016,0
Jharkhand,2018,1,jamtara,10659,0
Jharkhand,2018,1,dumka,16027,0
Jharkhand,2018,1,koderma,21423,0
Jharkhand,2018,1,hazaribagh,56421,0
Jharkhand,2018,1,simdega,2983,0
Jharkhand,2018,1,garhwa,14981,0
Jharkhand,2018,1,saraikela kharsawan,31177,0
Jharkhand,2018,1,gumla,6616,0
Jharkhand,2018,1,chatra,11805,0
Jharkhand,2018,1,khunti,4037,0
Jharkhand,2018,1,dhanbad,130195,0
Jharkhand,2018,1,godda,16608,0
Jharkhand,2018,1,deoghar,35229,0
Jharkhand,2018,1,palamu,31788,0
Jharkhand,2018,1,latehar,7580,0
Jharkhand,2018,1,west singhbhum,15529,0
Jharkhand,2018,1,pakur,6846,0
Jharkhand,2018,1,lohardaga,5431,0
Jharkhand,2018,1,sahebganj,12479,0
Jharkhand,2018,1,giridih,45940,0
Jharkhand,2018,1,bokaro,101673,0
Jharkhand,2018,2,ramgarh,51846,0
Jharkhand,2018,2,ranchi,216019,0
Jharkhand,2018,2,east singhbhum,142493,0
Jharkhand,2018,2,jamtara,15754,0
Jharkhand,2018,2,dumka,22385,0
Jharkhand,2018,2,koderma,28998,0
Jharkhand,2018,2,hazaribagh,78856,0
Jharkhand,2018,2,simdega,4315,0
Jharkhand,2018,2,garhwa,22429,0
Jharkhand,2018,2,saraikela kharsawan,43186,0
Jharkhand,2018,2,gumla,9302,0
Jharkhand,2018,2,chatra,17229,0
Jharkhand,2018,2,khunti,5835,0
Jharkhand,2018,2,dhanbad,181348,0
Jharkhand,2018,2,godda,23746,0
Jharkhand,2018,2,deoghar,50575,0
Jharkhand,2018,2,palamu,45659,0
Jharkhand,2018,2,latehar,11032,0
Jharkhand,2018,2,west singhbhum,22297,0
Jharkhand,2018,2,pakur,9475,0
Jharkhand,2018,2,lohardaga,7702,0
Jharkhand,2018,2,sahebganj,17195,0
Jharkhand,2018,2,giridih,63248,0
Jharkhand,2018,2,bokaro,139675,0
Jharkhand,2018,3,ramgarh,63704,0
Jharkhand,2018,3,ranchi,265341,0
Jharkhand,2018,3,east singhbhum,176668,0
Jharkhand,2018,3,jamtara,20471,0
Jharkhand,2018,3,dumka,28400,0
Jharkhand,2018,3,koderma,36314,0
Jharkhand,2018,3,hazaribagh,99502,0
Jharkhand,2018,3,simdega,5759,0
Jharkhand,2018,3,garhwa,30199,0
Jharkhand,2018,3,saraikela kharsawan,54706,0
Jharkhand,2018,3,gumla,12095,0
Jharkhand,2018,3,chatra,22931,0
Jharkhand,2018,3,khunti,8026,0
Jharkhand,2018,3,dhanbad,219103,0
Jharkhand,2018,3,godda,30225,0
Jharkhand,2018,3,deoghar,63814,0
Jharkhand,2018,3,palamu,59382,0
Jharkhand,2018,3,latehar,14871,0
Jharkhand,2018,3,west singhbhum,29036,0
Jharkhand,2018,3,pakur,12107,0
Jharkhand,2018,3,lohardaga,10207,0
Jharkhand,2018,3,sahebganj,21878,0
Jharkhand,2018,3,giridih,80440,0
Jharkhand,2018,3,bokaro,167183,0
Jharkhand,2018,4,ramgarh,78772,0
Jharkhand,2018,4,ranchi,326599,0
Jharkhand,2018,4,east singhbhum,217406,0
Jharkhand,2018,4,jamtara,26309,0
Jharkhand,2018,4,dumka,36099,0
Jharkhand,2018,4,koderma,45333,0
Jharkhand,2018,4,hazaribagh,126167,0
Jharkhand,2018,4,simdega,7712,0
Jharkhand,2018,4,garhwa,40041,0
Jharkhand,2018,4,saraikela kharsawan,68611,0
Jharkhand,2018,4,gumla,15753,0
Jharkhand,2018,4,chatra,30596,0
Jharkhand,2018,4,khunti,10206,0
Jharkhand,2018,4,dhanbad,268439,0
Jharkhand,2018,4,godda,38887,0
Jharkhand,2018,4,deoghar,80669,0
Jharkhand,2018,4,palamu,77478,0
Jharkhand,2018,4,latehar,19320,0
Jharkhand,2018,4,west singhbhum,37405,0
Jharkhand,2018,4,pakur,15419,0
Jharkhand,2018,4,lohardaga,13230,0
Jharkhand,2018,4,sahebganj,28138,0
Jharkhand,2018,4,giridih,103118,0
Jharkhand,2018,4,bokaro,202242,0
Jharkhand,2019,1,ramgarh,93606,0
Jharkhand,2019,1,ranchi,386608,0
Jharkhand,2019,1,east singhbhum,256344,0
Jharkhand,2019,1,jamtara,31881,0
Jharkhand,2019,1,dumka,43171,0
Jharkhand,2019,1,koderma,54059,0
Jharkhand,2019,1,hazaribagh,151904,0
Jharkhand,2019,1,simdega,9604,0
Jharkhand,2019,1,garhwa,49830,0
Jharkhand,2019,1,saraikela kharsawan,81052,0
Jharkhand,2019,1,gumla,19367,0
Jharkhand,2019,1,chatra,38103,0
Jharkhand,2019,1,khunti,12464,0
Jharkhand,2019,1,dhanbad,313255,0
Jharkhand,2019,1,godda,47481,0
Jharkhand,2019,1,deoghar,97449,0
Jharkhand,2019,1,palamu,94917,0
Jharkhand,2019,1,latehar,23885,0
Jharkhand,2019,1,west singhbhum,45300,0
Jharkhand,2019,1,pakur,19057,0
Jharkhand,2019,1,lohardaga,16058,0
Jharkhand,2019,1,sahebganj,34076,0
Jharkhand,2019,1,giridih,123889,0
Jharkhand,2019,1,bokaro,235969,0
Jharkhand,2019,2,ramgarh,106681,620109
Jharkhand,2019,2,ranchi,441616,2630101
Jharkhand,2019,2,east singhbhum,293761,1617866
Jharkhand,2019,2,jamtara,38190,143343
Jharkhand,2019,2,dumka,49461,238865
Jharkhand,2019,2,koderma,61305,368015
Jharkhand,2019,2,hazaribagh,174278,1185663
Jharkhand,2019,2,simdega,11491,49387
Jharkhand,2019,2,garhwa,58146,384220
Jharkhand,2019,2,saraikela kharsawan,91579,540602
Jharkhand,2019,2,gumla,22928,94141
Jharkhand,2019,2,chatra,44677,282074
Jharkhand,2019,2,khunti,14727,73934
Jharkhand,2019,2,dhanbad,350861,2002322
Jharkhand,2019,2,godda,54586,284339
Jharkhand,2019,2,deoghar,115129,498504
Jharkhand,2019,2,palamu,109508,658714
Jharkhand,2019,2,latehar,28215,201889
Jharkhand,2019,2,west singhbhum,53382,239884
Jharkhand,2019,2,pakur,22184,123261
Jharkhand,2019,2,lohardaga,18787,88845
Jharkhand,2019,2,sahebganj,39201,191204
Jharkhand,2019,2,giridih,140800,794100
Jharkhand,2019,2,bokaro,263361,1617684
Jharkhand,2019,3,ramgarh,119804,2267440
Jharkhand,2019,3,ranchi,495155,10129751
Jharkhand,2019,3,east singhbhum,329319,6050920
Jharkhand,2019,3,jamtara,44605,468395
Jharkhand,2019,3,dumka,54795,856263
Jharkhand,2019,3,koderma,67920,1212989
Jharkhand,2019,3,hazaribagh,196452,4356338
Jharkhand,2019,3,simdega,12955,159450
Jharkhand,2019,3,garhwa,65981,1257909
Jharkhand,2019,3,saraikela kharsawan,101247,2009557
Jharkhand,2019,3,gumla,26048,311673
Jharkhand,2019,3,chatra,50825,994108
Jharkhand,2019,3,khunti,16486,242909
Jharkhand,2019,3,dhanbad,388528,8240359
Jharkhand,2019,3,godda,60653,905058
Jharkhand,2019,3,deoghar,132603,1871907
Jharkhand,2019,3,palamu,123609,2175855
Jharkhand,2019,3,latehar,32061,717719
Jharkhand,2019,3,west singhbhum,60358,873324
Jharkhand,2019,3,pakur,25013,391373
Jharkhand,2019,3,lohardaga,21242,302878
Jharkhand,2019,3,sahebganj,43911,611414
Jharkhand,2019,3,giridih,155689,2634087
Jharkhand,2019,3,bokaro,290252,6462784
Jharkhand,2019,4,ramgarh,134423,2847207
Jharkhand,2019,4,ranchi,548293,11810321
Jharkhand,2019,4,east singhbhum,364379,7080865
Jharkhand,2019,4,jamtara,53422,699449
Jharkhand,2019,4,dumka,62129,1099247
Jharkhand,2019,4,koderma,75718,1615207
Jharkhand,2019,4,hazaribagh,222038,5339953
Jharkhand,2019,4,simdega,15055,239546
Jharkhand,2019,4,garhwa,76320,1731346
Jharkhand,2019,4,saraikela kharsawan,112827,2436243
Jharkhand,2019,4,gumla,30074,442354
Jharkhand,2019,4,chatra,58784,1340259
Jharkhand,2019,4,khunti,18867,313446
Jharkhand,2019,4,dhanbad,436201,10977420
Jharkhand,2019,4,godda,68844,1227420
Jharkhand,2019,4,deoghar,155132,2408742
Jharkhand,2019,4,palamu,141817,2998942
Jharkhand,2019,4,latehar,37036,884862
Jharkhand,2019,4,west singhbhum,68537,1149228
Jharkhand,2019,4,pakur,28972,524670
Jharkhand,2019,4,lohardaga,24330,414639
Jharkhand,2019,4,sahebganj,49836,803765
Jharkhand,2019,4,giridih,175648,3510788
Jharkhand,2019,4,bokaro,322689,8285870
Jharkhand,2020,1,ramgarh,149467,3234694
Jharkhand,2020,1,ranchi,602664,12670342
Jharkhand,2020,1,east singhbhum,398663,7560425
Jharkhand,2020,1,jamtara,62283,702395
Jharkhand,2020,1,dumka,69852,1172516
Jharkhand,2020,1,koderma,84331,1862938
Jharkhand,2020,1,hazaribagh,248710,5867137
Jharkhand,2020,1,simdega,17525,296335
Jharkhand,2020,1,garhwa,87607,2110569
Jharkhand,2020,1,saraikela kharsawan,124479,2627564
Jharkhand,2020,1,gumla,34702,527039
Jharkhand,2020,1,chatra,67305,1587493
Jharkhand,2020,1,khunti,21442,354137
Jharkhand,2020,1,dhanbad,479075,9614867
Jharkhand,2020,1,godda,77305,1404924
Jharkhand,2020,1,deoghar,179746,2757806
Jharkhand,2020,1,palamu,161215,3688215
Jharkhand,2020,1,latehar,42321,1057532
Jharkhand,2020,1,west singhbhum,77335,1328533
Jharkhand,2020,1,pakur,33331,593048
Jharkhand,2020,1,lohardaga,27627,483440
Jharkhand,2020,1,sahebganj,56249,960216
Jharkhand,2020,1,giridih,195939,3768943
Jharkhand,2020,1,bokaro,352220,7783605
Jharkhand,2020,2,ramgarh,165378,3567510
Jharkhand,2020,2,ranchi,658759,9561741
Jharkhand,2020,2,east singhbhum,434360,6992818
Jharkhand,2020,2,jamtara,73046,1036231
Jharkhand,2020,2,dumka,80010,1309799
Jharkhand,2020,2,koderma,94012,2276635
Jharkhand,2020,2,hazaribagh,276976,6078697
Jharkhand,2020,2,simdega,20958,375778
Jharkhand,2020,2,garhwa,100688,2708446
Jharkhand,2020,2,saraikela kharsawan,136923,2371618
Jharkhand,2020,2,gumla,40978,688946
Jharkhand,2020,2,chatra,77456,2137879
Jharkhand,2020,2,khunti,25097,427578
Jharkhand,2020,2,dhanbad,519732,8715419
Jharkhand,2020,2,godda,88221,1800387
Jharkhand,2020,2,deoghar,210740,3369491
Jharkhand,2020,2,palamu,183579,4618929
Jharkhand,2020,2,latehar,48794,1254156
Jharkhand,2020,2,west singhbhum,88090,1491416
Jharkhand,2020,2,pakur,38861,729837
Jharkhand,2020,2,lohardaga,31965,598456
Jharkhand,2020,2,sahebganj,64796,1199443
Jharkhand,2020,2,giridih,220721,5073397
Jharkhand,2020,2,bokaro,380895,7954669
Jharkhand,2020,3,ramgarh,182149,4719920
Jharkhand,2020,3,ranchi,722352,14371567
Jharkhand,2020,3,east singhbhum,476881,9601377
Jharkhand,2020,3,jamtara,82584,1071457
Jharkhand,2020,3,dumka,88903,1564610
Jharkhand,2020,3,koderma,103523,2918884
Jharkhand,2020,3,hazaribagh,306623,8188515
Jharkhand,2020,3,simdega,24233,453592
Jharkhand,2020,3,garhwa,112486,3145878
Jharkhand,2020,3,saraikela kharsawan,150480,3088081
Jharkhand,2020,3,gumla,46938,854422
Jharkhand,2020,3,chatra,86445,2422661
Jharkhand,2020,3,khunti,28530,538438
Jharkhand,2020,3,dhanbad,564484,11502948
Jharkhand,2020,3,godda,98410,2166338
Jharkhand,2020,3,deoghar,238221,4346879
Jharkhand,2020,3,palamu,204809,5512618
Jharkhand,2020,3,latehar,54768,1507817
Jharkhand,2020,3,west singhbhum,98640,1895347
Jharkhand,2020,3,pakur,44056,835095
Jharkhand,2020,3,lohardaga,36103,759662
Jharkhand,2020,3,sahebganj,73039,1451892
Jharkhand,2020,3,giridih,242810,5878227
Jharkhand,2020,3,bokaro,412560,10522559
Jharkhand,2020,4,ramgarh,199908,6042221
Jharkhand,2020,4,ranchi,791146,19830651
Jharkhand,2020,4,east singhbhum,520692,12669781
Jharkhand,2020,4,jamtara,90255,1051354
Jharkhand,2020,4,dumka,98398,1911871
Jharkhand,2020,4,koderma,113832,3687750
Jharkhand,2020,4,hazaribagh,337622,10727123
Jharkhand,2020,4,simdega,27521,561265
Jharkhand,2020,4,garhwa,125297,4029317
Jharkhand,2020,4,saraikela kharsawan,165120,3960287
Jharkhand,2020,4,gumla,52706,1073895
Jharkhand,2020,4,chatra,96589,2948733
Jharkhand,2020,4,khunti,31920,664446
Jharkhand,2020,4,dhanbad,614521,14915118
Jharkhand,2020,4,godda,108334,2359492
Jharkhand,2020,4,deoghar,261144,4446401
Jharkhand,2020,4,palamu,227735,6932382
Jharkhand,2020,4,latehar,61376,1886815
Jharkhand,2020,4,west singhbhum,109565,2393037
Jharkhand,2020,4,pakur,49145,990748
Jharkhand,2020,4,lohardaga,40149,928898
Jharkhand,2020,4,sahebganj,81607,1854693
Jharkhand,2020,4,giridih,266388,7122309
Jharkhand,2020,4,bokaro,446968,13322248
Jharkhand,2021,1,ramgarh,216188,6534314
Jharkhand,2021,1,ranchi,853943,24364256
Jharkhand,2021,1,east singhbhum,560083,13862208
Jharkhand,2021,1,jamtara,97127,1055011
Jharkhand,2021,1,dumka,106316,2134734
Jharkhand,2021,1,koderma,123296,4042931
Jharkhand,2021,1,hazaribagh,366460,12583272
Jharkhand,2021,1,simdega,30003,645261
Jharkhand,2021,1,garhwa,136634,4603704
Jharkhand,2021,1,saraikela kharsawan,177952,4356961
Jharkhand,2021,1,gumla,57454,1197448
Jharkhand,2021,1,chatra,105135,3325471
Jharkhand,2021,1,khunti,34728,743854
Jharkhand,2021,1,dhanbad,661077,15887183
Jharkhand,2021,1,godda,117166,2698124
Jharkhand,2021,1,deoghar,281799,4690063
Jharkhand,2021,1,palamu,247954,8066488
Jharkhand,2021,1,latehar,66756,2190635
Jharkhand,2021,1,west singhbhum,118302,2578239
Jharkhand,2021,1,pakur,53417,1136413
Jharkhand,2021,1,lohardaga,43640,1013709
Jharkhand,2021,1,sahebganj,88783,2200017
Jharkhand,2021,1,giridih,288800,7801690
Jharkhand,2021,1,bokaro,480036,14019345
Jharkhand,2021,2,ramgarh,231819,6897453
Jharkhand,2021,2,ranchi,913972,19524717
Jharkhand,2021,2,east singhbhum,598988,12301577
